gene	min0	min5	min10	min30	min60	min120	min180	min240	autocor.adj	DESeq.adj
tT(AGU)N2	20	20	20	20	20	20	20	20	NA	NA
tT(AGU)O1	0	0	0	0	0	0	0	0	NA	NA
tT(AGU)O2	20	20	20	20	20	20	20	20	NA	NA
tT(CGU)K	0	0	0	0	0	0	0	0	NA	NA
tT(UGU)G1	20	20	20	20	20	20	20	20	NA	NA
tT(UGU)G2	20	20	20	20	20	20	20	20	NA	NA
tT(UGU)H	0	0	0	0	0	0	0	0	NA	NA
tT(UGU)P	0	0	0	0	0	0	0	0	NA	NA
tT(UGU)Q1	0	0	0	0	0	0	0	0	NA	NA
tT(XXX)Q2	0	0	0	0	0	0	0	0	NA	NA
tV(AAC)E1	0	0	0	0	0	0	0	0	NA	NA
tV(AAC)E2	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)G1	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)G2	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)G3	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)H	0	0	0	0	0	0	0	0	NA	NA
tV(AAC)J	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)K1	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)K2	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)L	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)M1	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)M2	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)M3	20	20	20	20	20	20	20	20	NA	NA
tV(AAC)O	20	20	20	20	20	20	20	20	NA	NA
tV(CAC)D	20	20	20	20	20	20	20	20	NA	NA
tV(CAC)H	20	20	20	20	20	20	20	20	NA	NA
tV(UAC)B	20	20	20	20	20	20	20	20	NA	NA
tV(UAC)D	20	20	20	20	20	20	20	20	NA	NA
tV(UAC)Q	0	0	0	0	0	0	0	0	NA	NA
tW(CCA)G1	20	20	20	20	20	20	20	20	NA	NA
tW(CCA)G2	0	0	0	0	0	0	0	0	NA	NA
tW(CCA)J	0	0	0	0	0	0	0	0	NA	NA
tW(CCA)K	20	20	20	20	20	20	20	20	NA	NA
tW(CCA)M	0	0	0	0	0	0	0	0	NA	NA
tW(CCA)P	20	20	20	20	20	20	20	20	NA	NA
tW(UCA)Q	0	0	0	0	0	0	0	0	NA	NA
tX(XXX)D	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)D	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)F1	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)F2	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)J1	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)J2	0	0	0	0	0	0	0	0	NA	NA
tY(GUA)M1	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)M2	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)O	20	20	20	20	20	20	20	20	NA	NA
tY(GUA)Q	0	0	0	0	0	0	0	0	NA	NA
YAL001C	341.0353847	426.9374469	594.7461883	563.6578426	545.9240018	356.5947095	313	404.6758018	NA	NA
YAL002W	184.9442932	227.8565742	292.7586841	287.0084798	256.1643393	219.9626313	236	311.1840904	NA	NA
YAL003W	10930.16043	10275.27443	9488.252552	6912.57791	7058.517383	7512.512122	8595	7118.336069	NA	NA
YAL004W	0	0	0	0	0	0	0	0	NA	NA
YAL005C	898.233281	1482.24225	2543.052667	4621.994309	3091.469636	2249.17421	4556	3695.311074	0.06758888	0.279261806
YAL007C	1112.976783	1339.538262	1473.02224	1676.348892	1650.370252	1619.315344	1615	1446.050631	NA	NA
YAL008W	98.85769128	113.3410279	185.0891155	336.3666261	283.4605394	236.4785968	250	317.3258817	0.037983291	0.224586751
YAL009W	219.4735347	266.0284229	339.4154971	408.8804458	384.9464115	433.1687313	426	468.1409781	0.013181147	0.040378073
YAL010C	102.6417177	121.5626568	107.6695686	210.8385011	204.3715494	221.4640827	218	267.5091304	0.053103606	0.003395318
YAL011W	437.5280595	396.3999679	385.0468857	421.6770022	396.8447552	388.1251891	421	443.5738131	NA	NA
YAL012W	2546.649808	2406.000991	1959.073436	1767.752866	2640.032481	1806.99677	1802	2297.029931	NA	NA
YAL013W	223.7305645	233.1419071	256.8688279	203.5261832	243.5660931	184.6785232	168	221.7869066	NA	NA
YAL014C	405.8368379	393.4636719	418.3731807	446.0513954	405.9434885	442.9281655	466	444.2562344	NA	NA
YAL015C	166.4971643	191.446503	165.0933385	223.6350575	290.4595651	211.7046486	344	237.4825953	0.253773408	0.211452741
YAL016C-A	78.51854905	90.43791861	69.21615122	72.51381975	96.58655417	112.6088556	69	55.95854258	0.279573667	0.409562192
YAL016C-B	25.54217861	20	27.17374826	54.23302485	27.99610266	21.77104542	39	20	0.610873016	0.592560661
YAL016W	817.3497154	1027.703621	1111.047405	1290.62412	1260.524522	1058.523243	950	1068.671679	NA	NA
YAL017W	165.0781543	278.3608664	352.2333029	528.3149725	425.5407604	282.2728648	339	302.3126142	0.07548699	0.815493182
YAL018C	20	20	20	20	20	20	20	20	NA	NA
YAL019W	836.2698477	634.2399487	547.0639508	370.4907765	577.4196173	655.3835398	413	514.5456232	0.362156459	0.641657067
YAL019W-A	20	20	20	20	20	20	20	20	NA	NA
YAL020C	425.7029768	352.9427863	440.4198067	358.9129398	391.2455346	383.6208349	551	448.3507619	NA	NA
YAL021C	461.6512282	364.6879705	363.0002597	416.1927638	467.5349144	440.6759884	321	494.7554069	NA	NA
YAL022C	627.2023858	651.857725	644.9919869	768.4027454	565.5212737	522.5050901	453	599.1658583	NA	NA
YAL023C	2471.442282	2388.383214	2565.099293	2272.302805	1840.043847	1912.849094	1449	2011.777848	NA	NA
YAL024C	134.3329393	115.6900647	135.3560291	182.8079489	157.4780775	108.1045014	51	148.0854115	0.327516816	0.548084591
YAL025C	1257.715795	685.9187593	487.0766197	268.1183251	681.0051972	728.2039331	564	532.2885757	0.21993649	0.78812969
YAL026C	551.0488533	665.3646869	700.3649079	891.493431	887.4764543	1135.84799	923	1164.893075	0.027022945	0.001983948
YAL026C-A	24.12316868	56.96414354	56.39834544	89.57589498	48.99317965	67.56531338	121	64.83001884	0.363950104	0.399187023
YAL027W	52.50336714	75.75643831	68.19072676	124.9187651	67.19064638	42.79136514	53	79.84328636	0.348642354	0.730864733
YAL028W	32.63722822	76.93095674	107.1568563	236.431614	214.8700879	186.9307004	178	200.6318478	0.032937435	0.129867061
YAL029C	575.6450253	525.0097353	575.2631235	642.2652606	694.3033459	561.5428268	617	536.3831032	NA	NA
YAL030W	256.840796	365.8624889	374.7926411	455.8011527	378.6472885	306.2960873	261	315.2786179	NA	NA
YAL031C	152.307065	167.3688753	224.0552451	184.6360284	123.8827543	123.8697412	89	246.3540716	0.461204463	0.041207138
YAL031W-A	20	20	20	20	20	20	20	20	NA	NA
YAL032C	207.648452	171.4796898	135.3560291	155.9961164	137.8808056	125.3711926	171	153.5447815	NA	NA
YAL033W	721.330044	783.9910477	909.5514983	746.4657915	921.77168	1021.737683	1056	685.1509359	NA	NA
YAL034C	108.3177574	129.1970266	190.2162378	206.5729823	198.0724263	131.3769982	119	255.2255479	0.347129054	0.67122915
YAL034C-B	20	20	20	20	20	20	20	20	NA	NA
YAL034W-A	226.095581	161.4962832	242.0001732	248.6188106	181.9746673	170.4147349	192	163.098679	NA	NA
YAL035W	5808.480617	5161.421212	4219.621663	3338.073148	4760.737257	4603.450018	4491	4929.811117	NA	NA
YAL036C	1658.8226	1421.754552	1001.326988	630.6874239	1234.628127	1269.477166	1286	1070.718943	0.205654592	0.930464663
YAL037C-A	20	28.18844216	22.55933818	35.34287013	20	21.02031972	32	30.70895629	NA	NA
YAL037C-B	31.2182183	58.13866196	56.39834544	75.5606189	97.28645674	55.55370211	120	70.28938885	0.401905591	0.305276406
YAL037W	80.88356559	73.40740147	128.1780578	89.57589498	145.5797338	84.83200458	101	96.90381763	NA	NA
YAL038W	11384.71661	10187.77281	10942.30444	12109.19854	10697.31083	8814.270493	5640	10836.84946	0.234359033	0.099539763
YAL039C	205.2834355	207.3025017	185.0891155	135.8872421	117.5836312	103.6001472	142	107.1401364	0.05092393	0.080442977
YAL040C	654.1635743	906.7282229	728.5640806	460.0666715	432.5397861	388.1251891	247	395.8043255	0.032500375	4.30E-05
YAL041W	404.8908313	361.1644152	376.3307778	445.4420356	525.6268274	364.1019666	407	391.709798	NA	NA
YAL042C-A	28.85320176	33.47377507	35.88985619	20.10887438	28.69600522	42.79136514	20	47.08706632	0.948135896	0.868561441
YAL042W	1914.717389	1864.547997	1803.208917	1926.795782	1751.856124	2145.574063	2138	2656.66593	NA	NA
YAL043C	466.8542645	386.4165613	379.9197634	382.6779731	401.0441706	391.8788176	294	513.1807807	NA	NA
YAL044C	1102.57071	1020.65651	994.6617287	1149.861999	1184.235142	913.633182	1134	946.5182751	NA	NA
YAL044W-A	20	25.2521461	33.83900726	52.40494537	53.19259505	36.0348338	30	30.70895629	0.045700574	0.623813961
YAL045C	25.0691753	20	30.76273388	40.21774877	46.19356939	32.28120528	37	43.67496006	0.090085325	0.619572513
YAL046C	180.2142602	168.5433938	205.0848925	203.5261832	221.169211	210.2031972	181	197.9021628	NA	NA
YAL047C	111.1557773	102.7703621	88.69921601	79.82613771	111.2845081	68.31603908	56	60.73549133	NA	NA
YAL047W-A	20	20	20	20	20	20	20	20	NA	NA
YAL048C	85.61359866	81.04177122	114.3348276	126.7468446	76.98928231	89.3363588	20	124.8830889	0.767311104	0.708762473
YAL049C	169.3351841	186.1611701	176.8857198	199.2606644	116.8837286	85.58273028	92	100.9983451	0.042835941	0.000210236
YAL051W	195.8233693	180.8758372	207.1357414	225.463137	151.1789544	151.6465923	150	239.5298591	NA	NA
YAL053W	702.882915	732.312237	790.0895484	673.9519718	755.8947718	712.4386933	658	954.7073301	NA	NA
YAL054C	123.4538633	109.8174726	167.1441874	206.5729823	223.2689187	253.745288	232	249.0837566	0.027959305	0.007268653
YAL055W	128.1838963	137.4186555	202.0086191	258.9779277	166.5768108	130.6262725	154	138.5315139	0.164112639	0.790990273
YAL056C-A	25.54217861	26.42666453	20	35.95222996	49.69308222	30.77975387	33	20	0.32007884	0.354929153
YAL056W	429.9600066	522.0734392	592.1826271	634.9529427	641.8106534	560.0413754	280	348.7172592	0.114195763	0.047425375
YAL058W	159.4021146	193.2082807	177.398432	187.0734678	163.7772005	193.6872317	192	254.5431266	NA	NA
YAL059C-A	20	20	20	20	20	20	20	20	NA	NA
YAL059W	291.8430408	210.2387978	119.9746621	57.279824	134.3812928	252.9945623	166	88.71476262	0.211898075	0.815493182
YAL060W	543.4808004	1037.687027	1278.704305	2311.911194	1625.173759	1063.027597	1129	1299.330062	0.056317269	0.899459752
YAL061W	153.726075	857.9857084	1067.979578	1739.112954	831.4842489	211.7046486	170	190.395529	0.105440891	0.189904972
YAL062W	192.0393429	258.3940532	235.3349142	290.055279	328.9542062	346.8352754	326	400.5812743	0.022211878	0.014747488
YAL063C	55.81439029	63.42399487	71.26700015	95.66949328	97.28645674	104.3508729	58	85.98507762	NA	NA
YAL063C-A	20	20	20	20	20	20	20	20	NA	NA
YAL064C-A	24.59617199	20.55407241	38.96612958	40.8271086	20	38.28701092	20	36.1683263	0.860101795	0.941099585
YAL064W	20	20	20	20	20	20	20	20	NA	NA
YAL064W-B	20	20	20	20	20	20	20	20	NA	NA
YAL065C	20	20	20	20	20	20	20	20	NA	NA
YAL066W	20	20	20	20	20	20	20	20	NA	NA
YAL067C	20	31.12473822	35.37714396	34.7335103	68.59045151	69.06676479	90	135.1194077	0.00747705	0.00029105
YAL067W-A	0	0	0	0	0	0	0	0	NA	NA
YAL068C	0	0	0	0	0	0	0	10.23631876	NA	NA
YAL068W-A	0	0	0	0	0	0	0	0	NA	NA
YAL069W	0	0	0	0	0	0	0	0	NA	NA
YAR002C-A	1581.250057	1640.214978	1981.632774	2016.981037	1993.322509	2041.22319	2079	1936.029089	NA	NA
YAR002W	159.8751179	147.4020621	135.3560291	112.1222087	102.1857747	126.1219183	86	126.9303527	NA	NA
YAR003W	298.9380904	315.3581967	292.2459718	360.7410193	445.8379348	343.8323725	308	362.3656843	NA	NA
YAR007C	333.9403351	317.7072336	416.3223318	485.6597844	459.8359862	330.3193099	273	249.0837566	NA	NA
YAR008W	247.8537332	226.6820557	254.8179789	183.4173088	305.8574215	264.2554479	221	225.8814341	NA	NA
YAR009C	20	20	20	20	23.79668726	20	23	29.34411379	NA	NA
YAR010C	0	0	0	0	0	0	0	0	NA	NA
YAR014C	605.4442337	519.7244024	455.8011736	400.3494082	603.3160123	529.2616215	328	473.6003482	NA	NA
YAR015W	1428.469989	1481.654991	1102.844009	465.55091	790.8899001	619.348706	637	720.636841	0.119029428	0.035966507
YAR018C	214.2704983	240.7762768	233.2840652	304.0705551	217.6696982	260.5018194	205	151.4975177	0.326872341	0.164176959
YAR019C	105.0067343	98.07228836	93.31362609	143.8089198	131.5816825	105.8523243	79	96.90381763	NA	NA
YAR019W-A	20	20	20	20	20	20	20	20	NA	NA
YAR020C	11.82508269	7.634369753	4.10169785	14.01527609	9.098733364	2.252177113	9	14.33084627	NA	NA
YAR023C	20	20	30.76273388	20	23.79668726	25.52467394	20	21.15505878	NA	NA
YAR027W	259.2058125	509.1537366	674.7292964	884.7904729	583.7187404	544.2761356	582	817.5406586	0.075001417	0.803351667
YAR028W	151.3610584	176.7650227	216.3645616	278.4774422	283.4605394	272.5134306	212	265.4618666	NA	NA
YAR029W	27.90719514	20	20	20	33.59532319	47.29571937	20	46.40464506	0.537482093	0.768631176
YAR030C	42.09729437	61.07495802	35.37714396	61.54534281	79.78889258	79.57692465	155	95.53897513	0.092454017	0.014491688
YAR031W	50.1383506	37.58458955	53.32207205	68.24830094	86.78791824	112.6088556	95	93.49171138	0.022382998	0.002443927
YAR033W	97.43868135	113.9282871	150.2246838	175.495631	148.3793441	142.6378838	201	136.4842502	0.197217554	0.592734684
YAR035C-A	20	20	20	20	20	20	20	20	NA	NA
YAR035W	206.2294421	188.510207	172.7840219	121.871966	139.2806107	191.4350546	148	190.395529	NA	NA
YAR042W	423.3379602	466.2838141	626.0216344	602.0475119	453.5368631	563.0442782	350	800.4801274	0.904217001	0.475503227
YAR047C	20	20	20	20	20	20	20	20	NA	NA
YAR050W	67.63947298	48.74251457	49.2203742	60.93598298	38.49464115	59.30733063	48	70.28938885	NA	NA
YAR053W	20	20	20	20	20.29717443	23.27249683	20	20	NA	NA
YAR060C	0	0	0	0	0	0	0	0	NA	NA
YAR061W	0	0	0	0	0	0	0	0	NA	NA
YAR062W	0	0	0	0	0	0	0	0	NA	NA
YAR064W	20	20	20	20	20	20	20	20	NA	NA
YAR066W	20	20	20	20	20	20	20	20	NA	NA
YAR068W	20	20	20	20	20	20	20	20	NA	NA
YAR069C	0	0	0	0	0	0	0	0	NA	NA
YAR070C	20	20	20	20	20	20	20	20	NA	NA
YAR071W	249.2727431	462.7602589	503.9961233	237.6503336	324.7547908	199.6930373	300	111.9170852	0.430577378	0.152546309
YAR073W	20	20	20	20	20	20	20	20	NA	NA
YAR075W	20	20	20	20	20	20	20	20	NA	NA
YBL001C	2019.25112	2027.806058	2656.874782	4059.555186	4236.510235	3499.883233	2821	2374.825953	0.057930788	0.066465292
YBL002W	1570.843984	1532.746543	1608.37827	1175.455112	1666.468011	1391.845456	1411	859.1683549	NA	NA
YBL003C	3356.43147	3313.903732	3235.214179	3087.626258	2868.90062	2912.815732	2658	1885.529916	NA	NA
YBL004W	893.0302446	762.2624568	472.7206772	208.4010618	552.9230275	524.7572673	650	421.7363331	0.27320448	0.842448797
YBL005W	331.1023153	432.8100391	412.2206339	539.2834494	689.404028	625.3545116	631	589.6119608	0.024652192	0.006848505
YBL005W-A	0	0	0	0	0	0	0	0	NA	NA
YBL005W-B	20	29.9502198	38.45341735	62.76406247	95.18674904	62.31023345	71	76.43118011	0.023238779	0.127731008
YBL006C	191.5663396	220.2222044	277.8900293	272.9932038	191.0734006	260.5018194	213	180.8416315	NA	NA
YBL006W-A	0	0	0	0	0	0	0	0	NA	NA
YBL007C	871.7450958	891.4594834	1137.195729	1316.217232	983.3631059	891.1114109	534	1011.348294	0.282031652	0.472491951
YBL008W	161.2941279	140.3549516	140.4831514	132.8404429	153.2786621	171.9161863	208	205.4087965	NA	NA
YBL008W-A	20	20	20	20	20	20	20	20	NA	NA
YBL009W	500.4374994	398.7490048	379.4070511	351.6006218	431.1399809	340.8294697	280	257.9552329	NA	NA
YBL010C	169.8081874	153.8619135	184.5764033	213.2759404	157.4780775	149.3944151	126	145.3557265	NA	NA
YBL011W	604.498227	805.7196385	751.1234188	930.4924601	929.4706082	1227.436526	1118	1358.018289	0.021210874	0.000410164
YBL012C	27.43419184	20	34.3517195	25.59311285	30.09581036	25.52467394	32	28.66169254	NA	NA
YBL013W	25.0691753	20	30.25002165	22.5463137	38.49464115	39.03773662	20	38.21559005	NA	NA
YBL014C	327.7912921	243.1253137	177.9111443	205.3542627	207.1711597	271.0119792	185	255.9079691	NA	NA
YBL015W	163.6591444	296.5659019	335.3137993	370.4907765	349.2513807	458.6934053	493	606.6724921	0.00747705	0.00647966
YBL016W	279.0719514	248.4106466	231.2332163	216.9320994	254.7645342	185.4292489	143	153.5447815	NA	NA
YBL017C	487.6664101	559.6580288	701.3903324	765.3559463	557.1224429	672.650231	416	621.6857596	NA	NA
YBL018C	583.2130782	457.4749259	451.6994758	370.4907765	541.0246839	728.9546588	660	469.5058206	NA	NA
YBL019W	138.1169658	125.6734713	156.3772305	223.6350575	232.3676521	210.9539229	222	211.5505878	NA	NA
YBL020W	399.6877949	419.3030772	401.9663893	394.8651697	389.8457295	530.7630729	469	483.1542457	NA	NA
YBL021C	215.2165049	208.4770202	222.5171084	194.9951455	216.269893	231.9742426	270	193.125214	NA	NA
YBL022C	951.6826548	1005.387771	1000.814275	1273.562044	1431.300748	914.3839077	854	1433.084627	NA	NA
YBL023C	332.0483219	345.3084165	373.7672166	407.6617262	470.3345247	460.1948567	355	481.7894032	NA	NA
YBL024W	964.9267474	780.4674924	620.8945121	487.4878639	586.5183507	718.4444989	680	809.3516036	NA	NA
YBL025W	104.533731	103.3576213	85.62294262	88.96653515	102.8856773	101.3479701	55	92.80929013	NA	NA
YBL026W	161.7671312	149.1638398	195.8560723	291.8833585	233.0675546	319.0584243	261	203.3615328	0.116423363	0.073048432
YBL027W	9921.717379	7567.422203	6924.691396	4575.073602	4666.250411	4981.815773	6828	5147.503496	0.083744363	0.381281172
YBL028C	2015.940097	1553.887874	1165.907614	651.4056581	1064.551804	1523.222454	1059	681.0564084	0.181823677	0.492054578
YBL029C-A	201.499409	298.3276796	337.3646482	215.7133798	132.2815851	117.1132099	72	103.7280301	0.024652192	3.01E-06
YBL029W	70.00448952	123.3244345	143.5594248	137.7153215	100.086067	71.3189419	67	72.3366526	0.083975309	0.187971796
YBL030C	1878.296134	2376.63803	2177.488846	1433.21432	1070.850927	559.2906496	673	499.5323557	0.014482205	4.46E-11
YBL031W	245.0157133	266.0284229	235.8476264	249.2281704	297.4585907	225.968437	167	268.8739729	NA	NA
YBL032W	1003.713019	1166.884054	1293.060247	1302.811316	1151.339722	1138.100168	1002	1012.713136	NA	NA
YBL033C	434.6900396	425.1756693	445.0342167	471.6445083	340.1526473	354.3425324	660	554.808477	NA	NA
YBL034C	215.2165049	219.047686	217.9026983	230.9473755	242.166288	237.2293225	96	201.314269	0.350595871	0.559589702
YBL035C	236.5016538	192.6210215	171.2458852	132.2310831	188.2737904	181.6756204	83	199.9494265	0.685976028	0.472458138
YBL036C	405.8368379	324.7543441	418.3731807	404.614927	530.5261454	510.4934789	387	545.9370008	NA	NA
YBL037W	156.5640948	156.7982095	185.6018277	213.2759404	259.6638522	150.1451408	116	193.8076353	0.301671587	0.883291446
YBL038W	261.5708291	285.4079769	341.466346	437.5203578	382.8467038	294.2844761	312	365.0953693	NA	NA
YBL039C	2794.503541	1650.198385	827.5175413	334.5385466	1042.854824	1406.85997	960	952.6600663	0.133394477	0.634812857
YBL039C-A	0	0	0	0	0	0	0	0	NA	NA
YBL039W-B	20	39.9336264	50.7585109	62.76406247	59.49171815	38.28701092	84	60.05307008	0.184769163	0.504401153
YBL040C	817.8227187	1116.967021	1457.640874	2016.981037	1571.281262	1924.860706	1546	1613.926258	0.063247446	0.299805313
YBL041W	884.0431818	1104.047318	1102.331297	1410.058646	1579.680092	1392.596181	1684	1539.542342	NA	NA
YBL042C	1304.543122	1444.657661	1215.6407	983.5067653	466.1351093	1713.906783	814	1191.507504	0.770249676	0.897058657
YBL043W	40.20528114	20	20	20	20.29717443	20	20	20	0.534149605	0.050577637
YBL044W	20	20	20	20	20	20	20	20	NA	NA
YBL045C	641.392485	579.0375828	696.7759223	563.6578426	367.4488474	237.2293225	82	191.7603715	0.041717058	1.11E-09
YBL046W	273.3959118	267.2029413	253.7925545	257.759208	256.1643393	280.0206877	231	257.9552329	NA	NA
YBL047C	711.8699778	936.0911835	1084.899081	1361.91922	989.662229	822.7953718	1066	1140.32591	NA	NA
YBL048W	20	20	26.66103603	20	23.09678469	20	20	20	NA	NA
YBL049W	36.89425799	49.32977379	48.70766197	59.10790349	78.38908744	66.81458768	41	58.00580633	0.243081472	0.752831833
YBL050W	385.0246923	401.6853008	497.3308643	567.3140016	508.8291658	359.5976123	343	477.6948757	NA	NA
YBL051C	561.9279294	609.5750618	695.2377856	709.2948419	666.3072433	585.5660493	423	712.447786	NA	NA
YBL052C	608.2822535	560.245288	611.1529797	477.7381066	628.5125047	520.252913	442	539.1127882	NA	NA
YBL053W	31.69122161	32.29925665	36.40256842	31.68671115	30.79571292	33.03193099	62	23.20232253	0.946651167	0.866674634
YBL054W	806.4706394	187.9229478	56.39834544	41.43646843	188.2737904	262.7539965	193	184.2537378	0.160610138	0.842858991
YBL055C	336.3053517	389.3528574	293.2713963	205.9636225	280.6609291	340.8294697	380	279.1102916	NA	NA
YBL056W	1342.383387	1725.367564	1986.247184	2486.188106	2325.076326	2197.374136	1679	2116.87072	NA	NA
YBL057C	284.7479911	344.1338981	335.8265115	297.9769568	340.1526473	352.0903553	312	290.0290317	NA	NA
YBL058W	666.4616603	732.312237	868.0218075	946.3358157	938.5693416	789.0127151	892	906.9378425	NA	NA
YBL059C-A	165.5511576	186.7484293	251.2289933	351.6006218	536.1253659	295.0352018	218	242.9419653	0.07433358	0.313490625
YBL059W	126.2918831	138.0059148	127.1526334	142.5902002	121.7830466	108.1045014	185	90.76202638	0.994792762	0.92583543
YBL060W	415.7699073	347.6574534	369.1528065	335.7572662	528.4264377	341.5801954	412	324.8325154	NA	NA
YBL061C	360.9015237	317.7072336	350.6951662	340.022785	376.5475808	248.4902081	185	227.2462766	0.067197126	0.003505544
YBL062W	20	20	20	20	20	20	20	20	NA	NA
YBL063W	262.0438324	248.4106466	250.7162811	268.727685	276.4615137	209.4524715	215	223.1517491	NA	NA
YBL064C	626.2563792	679.458908	695.7504978	846.4008036	586.5183507	325.8149556	519	549.349107	0.127324263	0.123396525
YBL065W	20	20	20	20	20	20	20	20	NA	NA
YBL066C	179.2682536	160.3217648	200.4704824	161.4803549	194.5729135	152.397318	89	193.8076353	0.634465801	0.432199027
YBL067C	489.08542	456.8876667	455.8011736	562.4391229	603.3160123	819.0417433	801	754.0754823	NA	NA
YBL068W	294.2080573	263.0921269	189.1908133	157.2148361	244.2659957	222.9655342	183	153.5447815	NA	NA
YBL068W-A	0	0	0	0	0	0	0	0	NA	NA
YBL069W	131.9679228	145.0530253	139.9704391	146.2463592	125.982462	160.6553007	170	142.6260414	NA	NA
YBL070C	48.24633737	43.45718167	33.32629503	23.15567353	29.39590779	69.06676479	27	34.12106255	0.580777472	0.960033881
YBL071C	123.4538633	88.08888176	50.7585109	62.76406247	58.79181558	27.77685106	48	34.8034838	0.103868472	0.034361277
YBL071C-B	20	20	20	20	20	20	20	20	NA	NA
YBL071W-A	293.735054	170.3051714	101.5170218	68.24830094	146.979539	146.3915123	98	110.5522427	0.160025543	0.504812478
YBL072C	2950.121629	2634.444824	2502.548401	2077.91702	2170.397859	2298.722106	2196	2534.512526	NA	NA
YBL073W	20	20	20	20	20	20	20	20	NA	NA
YBL074C	39.73227783	20	43.06782743	20	29.39590779	38.28701092	20	39.58043255	0.986715472	0.901252616
YBL075C	209.5404652	257.2195347	243.5383099	199.8700242	293.2591753	230.4727912	334	226.5638553	NA	NA
YBL076C	3579.216028	3161.803596	2935.277524	2618.419189	2792.61124	2724.383581	2777	2645.064769	NA	NA
YBL077W	20	20	20	20	23.09678469	20.26959401	27	20	NA	NA
YBL078C	30.74521499	59.31318039	59.47461883	191.9483464	144.1799287	97.59434155	34	140.5787777	0.36840408	0.888995594
YBL079W	543.0077971	637.763504	526.0427493	489.9253032	607.5154277	488.7224335	478	479.7421394	NA	NA
YBL080C	96.49267474	109.8174726	139.9704391	131.6217232	197.3725237	130.6262725	124	168.558049	0.311115657	0.795874137
YBL081W	358.0635038	217.8731676	220.9789717	138.3246814	158.8778826	216.9597285	152	285.2520829	0.487741599	0.270042003
YBL082C	328.2642954	269.5519782	276.3518927	233.3848148	284.8603445	222.9655342	169	219.0572216	NA	NA
YBL083C	25.54217861	24.66488689	20	20	20	20	20	20	NA	NA
YBL084C	134.3329393	152.6873951	162.0170651	187.0734678	161.6774929	123.8697412	77	171.287734	0.313067095	0.43488809
YBL085W	521.2496449	475.0927023	591.6699149	613.0159888	480.8330632	482.7166278	279	547.9842645	0.456167176	0.318238277
YBL086C	189.6743263	361.7516744	305.0637776	293.711438	151.8788569	84.83200458	47	46.40464506	0.017237829	2.49E-11
YBL087C	3959.510687	3916.431683	3866.875648	3351.479064	2453.158495	3245.387219	2955	2682.597937	NA	NA
YBL088C	189.201323	179.7013188	250.2035689	240.6971328	286.9600522	212.4553743	213	197.9021628	NA	NA
YBL089W	118.7238302	163.2580609	144.5848492	177.3237105	153.9785646	162.9074778	174	167.1932065	NA	NA
YBL090W	159.8751179	168.5433938	320.9578568	287.0084798	320.5553754	268.0090764	158	227.2462766	0.219517071	0.823707177
YBL091C	1077.028531	1188.025385	1007.992247	1237.609814	1197.533291	937.6564046	1081	1227.67583	NA	NA
YBL091C-A	83.72158543	122.149916	163.5552018	233.9941747	147.6794415	141.8871581	152	171.287734	0.072491892	0.926287001
YBL092W	10778.79937	11685.2838	12033.35607	10271.36929	10106.59306	12242.08406	10916	9421.507791	NA	NA
YBL093C	217.1085182	183.2248741	215.8518494	358.9129398	438.1390066	710.9372419	679	853.0265637	0.010762391	7.30E-17
YBL094C	20	20	20	20	20	20	20	20	NA	NA
YBL095W	30.27221168	20	20	23.15567353	20.29717443	20	31	20	NA	NA
YBL096C	20	20	20	20	20	20	20	20	NA	NA
YBL097W	110.682774	103.9448805	120.4873743	167.5739532	102.8856773	127.6233697	109	80.52570761	0.533765886	0.487536459
YBL098W	256.840796	230.205611	278.9154538	336.3666261	288.3598574	309.2989901	256	342.575468	NA	NA
YBL099W	2525.364659	2950.977539	2852.218143	2754.306431	2243.187725	1831.019993	1699	2103.222295	NA	NA
YBL100C	424.7569702	633.0654303	621.4072243	652.6243777	543.8242941	403.1397032	206	473.6003482	0.167743141	0.11391582
YBL100W-A	0	0	0	0	0	0	0	0	NA	NA
YBL100W-B	46.82732745	24.07762768	39.99155404	61.54534281	85.38811311	36.0348338	24	124.8830889	0.636919823	0.482933972
YBL100W-C	20	20	25.63561156	22.5463137	20	20	20	20	NA	NA
YBL101C	207.1754487	228.4438334	351.7205907	429.59868	401.7440731	226.7191627	284	333.7039917	0.182389492	0.998384344
YBL102W	644.7035082	808.6559346	897.759117	1200.438865	970.0649571	813.0359377	680	789.5613873	NA	NA
